;Final_name
ASV_5721;ASV_5721_Proteobacteria_NA_NA
ASV_5722;ASV_5722_NB1-j_NA_NA
ASV_5723;ASV_5723_Bdellovibrionota_Bacteriovoracaceae_Halobacteriovorax
ASV_5724;ASV_5724_Proteobacteria_Halieaceae_OM60(NOR5) clade
ASV_5725;ASV_5725_Proteobacteria_Rhodobacteraceae_Loktanella
ASV_5726;ASV_5726_Bacteroidota_Cyclobacteriaceae_Ekhidna
ASV_5727;ASV_5727_Bacteroidota_Prolixibacteraceae_Draconibacterium
ASV_5728;ASV_5728_Bacteroidota_Cyclobacteriaceae_NA
ASV_5729;ASV_5729_Crenarchaeota_Nitrosopumilaceae_NA
ASV_5730;ASV_5730_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_5731;ASV_5731_Proteobacteria_Rhodobacteraceae_NA
ASV_5732;ASV_5732_Bacteroidota_NA_NA
ASV_5733;ASV_5733_Bacteroidota_Bacteroidetes BD2-2_NA
ASV_5734;ASV_5734_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5735;ASV_5735_Myxococcota_Sandaracinaceae_NA
ASV_5736;ASV_5736_Proteobacteria_NA_NA
ASV_5737;ASV_5737_NA_NA_NA
ASV_5738;ASV_5738_NA_NA_NA
ASV_5739;ASV_5739_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_5740;ASV_5740_NA_NA_NA
ASV_5741;ASV_5741_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_5742;ASV_5742_Chloroflexi_NA_NA
ASV_5743;ASV_5743_Proteobacteria_Methyloligellaceae_NA
ASV_5744;ASV_5744_Bacteroidota_Cyclobacteriaceae_NA
ASV_5745;ASV_5745_Planctomycetota_Rubinisphaeraceae_SH-PL14
ASV_5746;ASV_5746_Proteobacteria_Pseudomonadaceae_Pseudomonas
ASV_5747;ASV_5747_Crenarchaeota_Nitrosopumilaceae_Cenarchaeum
ASV_5748;ASV_5748_Proteobacteria_Mitochondria_NA
ASV_5749;ASV_5749_NA_NA_NA
ASV_5750;ASV_5750_NA_NA_NA
ASV_5751;ASV_5751_Planctomycetota_NA_NA
ASV_5752;ASV_5752_Bacteroidota_Cyclobacteriaceae_Ekhidna
ASV_5753;ASV_5753_NA_NA_NA
ASV_5754;ASV_5754_Proteobacteria_Mitochondria_NA
ASV_5755;ASV_5755_NA_NA_NA
ASV_5756;ASV_5756_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5757;ASV_5757_NA_NA_NA
ASV_5758;ASV_5758_Proteobacteria_Nitrosococcaceae_AqS1
ASV_5759;ASV_5759_NA_NA_NA
ASV_5760;ASV_5760_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5761;ASV_5761_NA_NA_NA
ASV_5762;ASV_5762_NA_NA_NA
ASV_5763;ASV_5763_Proteobacteria_NA_NA
ASV_5764;ASV_5764_Chloroflexi_NA_NA
ASV_5765;ASV_5765_Proteobacteria_Nitrosococcaceae_AqS1
ASV_5766;ASV_5766_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_5767;ASV_5767_Chloroflexi_NA_NA
ASV_5768;ASV_5768_Chloroflexi_Caldilineaceae_NA
ASV_5769;ASV_5769_Proteobacteria_Nitrosococcaceae_AqS1
ASV_5770;ASV_5770_NA_NA_NA
ASV_5771;ASV_5771_Proteobacteria_Mitochondria_NA
ASV_5772;ASV_5772_Proteobacteria_Mitochondria_NA
ASV_5773;ASV_5773_NA_NA_NA
ASV_5774;ASV_5774_Proteobacteria_Mitochondria_NA
ASV_5775;ASV_5775_Chloroflexi_A4b_NA
ASV_5776;ASV_5776_Proteobacteria_Mitochondria_NA
ASV_5777;ASV_5777_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopelagicus
ASV_5778;ASV_5778_Proteobacteria_NA_NA
ASV_5779;ASV_5779_Myxococcota_Nannocystaceae_NA
ASV_5780;ASV_5780_Proteobacteria_NA_NA
ASV_5781;ASV_5781_Proteobacteria_NA_NA
ASV_5782;ASV_5782_Actinobacteriota_NA_NA
ASV_5783;ASV_5783_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_5784;ASV_5784_Chloroflexi_NA_NA
ASV_5785;ASV_5785_Acidobacteriota_NA_NA
ASV_5786;ASV_5786_Deinococcota_Trueperaceae_Truepera
ASV_5787;ASV_5787_Chloroflexi_NA_NA
ASV_5788;ASV_5788_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5789;ASV_5789_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5790;ASV_5790_Nanoarchaeota_SCGC AAA286-E23_NA
ASV_5791;ASV_5791_NA_NA_NA
ASV_5792;ASV_5792_Proteobacteria_Mitochondria_NA
ASV_5793;ASV_5793_NA_NA_NA
ASV_5794;ASV_5794_Marinimicrobia (SAR406 clade)_NA_NA
ASV_5795;ASV_5795_Proteobacteria_NA_NA
ASV_5796;ASV_5796_Chloroflexi_NA_NA
ASV_5797;ASV_5797_Planctomycetota_NA_NA
ASV_5798;ASV_5798_Acidobacteriota_NA_NA
ASV_5799;ASV_5799_Proteobacteria_AEGEAN-169 marine group_NA
ASV_5800;ASV_5800_Proteobacteria_NA_NA
ASV_5801;ASV_5801_NA_NA_NA
ASV_5802;ASV_5802_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_5803;ASV_5803_Proteobacteria_Coxiellaceae_Coxiella
ASV_5804;ASV_5804_Verrucomicrobiota_Lentisphaeraceae_Lentisphaera
ASV_5805;ASV_5805_Proteobacteria_Mitochondria_NA
ASV_5806;ASV_5806_Bacteroidota_Saprospiraceae_Portibacter
ASV_5807;ASV_5807_Proteobacteria_Woeseiaceae_Woeseia
ASV_5808;ASV_5808_Acidobacteriota_NA_NA
ASV_5809;ASV_5809_Nitrospinota_Nitrospinaceae_Nitrospina
ASV_5810;ASV_5810_Proteobacteria_Woeseiaceae_Woeseia
ASV_5811;ASV_5811_Planctomycetota_NA_NA
ASV_5812;ASV_5812_Proteobacteria_Sneathiellaceae_NA
ASV_5813;ASV_5813_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_5814;ASV_5814_Calditrichota_Calditrichaceae_JdFR-76
ASV_5815;ASV_5815_NA_NA_NA
ASV_5816;ASV_5816_Bdellovibrionota_Bdellovibrionaceae_Bdellovibrio
ASV_5817;ASV_5817_NA_NA_NA
ASV_5818;ASV_5818_Chloroflexi_NA_NA
ASV_5819;ASV_5819_NA_NA_NA
ASV_5820;ASV_5820_NA_NA_NA
ASV_5821;ASV_5821_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5822;ASV_5822_NA_NA_NA
ASV_5823;ASV_5823_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_5824;ASV_5824_Chloroflexi_NA_NA
ASV_5825;ASV_5825_Acidobacteriota_NA_NA
ASV_5826;ASV_5826_Chloroflexi_NA_NA
ASV_5827;ASV_5827_Proteobacteria_NA_NA
ASV_5828;ASV_5828_Chloroflexi_NA_NA
ASV_5829;ASV_5829_Proteobacteria_Rhodobacteraceae_Paracoccus
ASV_5830;ASV_5830_Planctomycetota_NA_NA
ASV_5831;ASV_5831_Chloroflexi_NA_NA
ASV_5832;ASV_5832_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_5833;ASV_5833_NA_NA_NA
ASV_5834;ASV_5834_Thermoplasmatota_NA_NA
ASV_5835;ASV_5835_Proteobacteria_NA_NA
ASV_5836;ASV_5836_Proteobacteria_Rhodobacteraceae_NA
ASV_5837;ASV_5837_Proteobacteria_Pseudoalteromonadaceae_Algicola
ASV_5838;ASV_5838_Proteobacteria_OM182 clade_NA
ASV_5839;ASV_5839_Verrucomicrobiota_Rubritaleaceae_Rubritalea
ASV_5840;ASV_5840_NB1-j_NA_NA
ASV_5841;ASV_5841_Proteobacteria_Unknown Family_NA
ASV_5842;ASV_5842_Planctomycetota_Pirellulaceae_NA
ASV_5843;ASV_5843_Verrucomicrobiota_Rubritaleaceae_Rubritalea
ASV_5844;ASV_5844_Proteobacteria_Stappiaceae_Labrenzia
ASV_5845;ASV_5845_Desulfobacterota_Desulfosarcinaceae_Sva0081 sediment group
ASV_5846;ASV_5846_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_5847;ASV_5847_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_5848;ASV_5848_Bacteroidota_Cyclobacteriaceae_NA
ASV_5849;ASV_5849_Cyanobacteria_NA_NA
ASV_5850;ASV_5850_Planctomycetota_Phycisphaeraceae_FS140-16B-02 marine group
ASV_5851;ASV_5851_Chloroflexi_NA_NA
ASV_5852;ASV_5852_Chloroflexi_NA_NA
ASV_5853;ASV_5853_Chloroflexi_NA_NA
ASV_5854;ASV_5854_Chloroflexi_NA_NA
ASV_5855;ASV_5855_Chloroflexi_NA_NA
ASV_5856;ASV_5856_Proteobacteria_NA_NA
ASV_5857;ASV_5857_Marinimicrobia (SAR406 clade)_NA_NA
ASV_5858;ASV_5858_Chloroflexi_NA_NA
ASV_5859;ASV_5859_Proteobacteria_Halieaceae_Parahaliea
ASV_5860;ASV_5860_Proteobacteria_Coxiellaceae_Coxiella
ASV_5861;ASV_5861_Proteobacteria_Coxiellaceae_Coxiella
ASV_5862;ASV_5862_Proteobacteria_Mitochondria_NA
ASV_5863;ASV_5863_Proteobacteria_NA_NA
ASV_5864;ASV_5864_Nitrospinota_Nitrospinaceae_Nitrospina
ASV_5865;ASV_5865_Proteobacteria_Mitochondria_NA
ASV_5866;ASV_5866_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_5867;ASV_5867_NA_NA_NA
ASV_5868;ASV_5868_Proteobacteria_Mitochondria_NA
ASV_5869;ASV_5869_NA_NA_NA
ASV_5870;ASV_5870_Proteobacteria_Mitochondria_NA
ASV_5871;ASV_5871_Proteobacteria_Coxiellaceae_Coxiella
ASV_5872;ASV_5872_Proteobacteria_NA_NA
ASV_5873;ASV_5873_Desulfobacterota_Sva1033_NA
ASV_5874;ASV_5874_Planctomycetota_Gimesiaceae_NA
ASV_5875;ASV_5875_Proteobacteria_Woeseiaceae_Woeseia
ASV_5876;ASV_5876_Proteobacteria_Coxiellaceae_Coxiella
ASV_5877;ASV_5877_Proteobacteria_NA_NA
ASV_5878;ASV_5878_Cyanobacteria_NA_NA
ASV_5879;ASV_5879_NA_NA_NA
ASV_5880;ASV_5880_NA_NA_NA
ASV_5881;ASV_5881_Proteobacteria_NA_NA
ASV_5882;ASV_5882_NA_NA_NA
ASV_5883;ASV_5883_Proteobacteria_Mitochondria_NA
ASV_5884;ASV_5884_Proteobacteria_Nitrincolaceae_NA
ASV_5885;ASV_5885_Desulfobacterota_NA_NA
ASV_5886;ASV_5886_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_5887;ASV_5887_NB1-j_NA_NA
ASV_5888;ASV_5888_NA_NA_NA
ASV_5889;ASV_5889_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_5890;ASV_5890_Bacteroidota_NS9 marine group_NA
ASV_5891;ASV_5891_Marinimicrobia (SAR406 clade)_NA_NA
ASV_5892;ASV_5892_Proteobacteria_NA_NA
ASV_5893;ASV_5893_Proteobacteria_Rhodobacteraceae_NA
ASV_5894;ASV_5894_Proteobacteria_Sphingomonadaceae_Altererythrobacter
ASV_5895;ASV_5895_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_5896;ASV_5896_Verrucomicrobiota_NA_NA
ASV_5897;ASV_5897_Marinimicrobia (SAR406 clade)_NA_NA
ASV_5898;ASV_5898_Bacteroidota_Flavobacteriaceae_NS5 marine group
ASV_5899;ASV_5899_Entotheonellaeota_Entotheonellaceae_NA
ASV_5900;ASV_5900_PAUC34f_NA_NA
ASV_5901;ASV_5901_NA_NA_NA
ASV_5902;ASV_5902_Proteobacteria_NA_NA
ASV_5903;ASV_5903_Crenarchaeota_Nitrosopumilaceae_Candidatus Nitrosopelagicus
ASV_5904;ASV_5904_Proteobacteria_NA_NA
ASV_5905;ASV_5905_Calditrichota_Calditrichaceae_JdFR-76
ASV_5906;ASV_5906_Crenarchaeota_Nitrosopumilaceae_NA
ASV_5907;ASV_5907_Verrucomicrobiota_koll11_NA
ASV_5908;ASV_5908_Bacteroidota_Flavobacteriaceae_Ulvibacter
ASV_5909;ASV_5909_Proteobacteria_Woeseiaceae_Woeseia
ASV_5910;ASV_5910_Proteobacteria_Mitochondria_NA
ASV_5911;ASV_5911_NA_NA_NA
ASV_5912;ASV_5912_NA_NA_NA
ASV_5913;ASV_5913_Bacteroidota_Cyclobacteriaceae_NA
ASV_5914;ASV_5914_NA_NA_NA
ASV_5915;ASV_5915_NA_NA_NA
ASV_5916;ASV_5916_Poribacteria_NA_NA
ASV_5917;ASV_5917_Proteobacteria_NA_NA
ASV_5918;ASV_5918_Planctomycetota_NA_NA
ASV_5919;ASV_5919_Proteobacteria_Woeseiaceae_Woeseia
ASV_5920;ASV_5920_Acidobacteriota_NA_NA
ASV_5921;ASV_5921_Proteobacteria_NA_NA
ASV_5922;ASV_5922_Poribacteria_NA_NA
ASV_5923;ASV_5923_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_5924;ASV_5924_Proteobacteria_Unknown Family_NA
ASV_5925;ASV_5925_Proteobacteria_Pseudoalteromonadaceae_Algicola
ASV_5926;ASV_5926_Proteobacteria_Rhodobacteraceae_Roseovarius
ASV_5927;ASV_5927_Bacteroidota_Flavobacteriaceae_Aquimarina
ASV_5928;ASV_5928_Bacteroidota_Flammeovirgaceae_Flammeovirga
ASV_5929;ASV_5929_Planctomycetota_Pirellulaceae_Rubripirellula
ASV_5930;ASV_5930_Proteobacteria_Alteromonadaceae_XY-R5
ASV_5931;ASV_5931_Bacteroidota_Flammeovirgaceae_Flammeovirga
ASV_5932;ASV_5932_Proteobacteria_Nitrosomonadaceae_Nitrosomonas
ASV_5933;ASV_5933_Bacteroidota_NS9 marine group_NA
ASV_5934;ASV_5934_Proteobacteria_Alteromonadaceae_Aliiglaciecola
ASV_5935;ASV_5935_Proteobacteria_NA_NA
ASV_5936;ASV_5936_Proteobacteria_Mitochondria_NA
ASV_5937;ASV_5937_Desulfobacterota_Desulfosarcinaceae_Sva0081 sediment group
ASV_5938;ASV_5938_Bacteroidota_Flavobacteriaceae_Muricauda
ASV_5939;ASV_5939_Proteobacteria_Mitochondria_NA
ASV_5940;ASV_5940_Cyanobacteria_NA_NA
ASV_5941;ASV_5941_Proteobacteria_Kiloniellaceae_Pelagibius
ASV_5942;ASV_5942_Verrucomicrobiota_DEV007_NA
ASV_5943;ASV_5943_Acidobacteriota_NA_NA
ASV_5944;ASV_5944_Proteobacteria_Geminicoccaceae_NA
ASV_5945;ASV_5945_Bdellovibrionota_Bdellovibrionaceae_OM27 clade
ASV_5946;ASV_5946_Proteobacteria_NA_NA
ASV_5947;ASV_5947_Myxococcota_Myxococcaceae_P3OB-42
ASV_5948;ASV_5948_Proteobacteria_Rhodobacteraceae_NA
ASV_5949;ASV_5949_Bacteroidota_Crocinitomicaceae_Crocinitomix
ASV_5950;ASV_5950_Bacteroidota_Lentimicrobiaceae_NA
ASV_5951;ASV_5951_Actinobacteriota_NA_NA
ASV_5952;ASV_5952_Bacteroidota_NS7 marine group_NA
ASV_5953;ASV_5953_Proteobacteria_NA_NA
ASV_5954;ASV_5954_Bacteroidota_NS9 marine group_NA
ASV_5955;ASV_5955_NA_NA_NA
ASV_5956;ASV_5956_Proteobacteria_Mitochondria_NA
ASV_5957;ASV_5957_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_5958;ASV_5958_Acidobacteriota_Thermoanaerobaculaceae_Subgroup 10
ASV_5959;ASV_5959_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_5960;ASV_5960_NA_NA_NA
ASV_5961;ASV_5961_Proteobacteria_Vibrionaceae_Photobacterium
ASV_5962;ASV_5962_Proteobacteria_Mitochondria_NA
ASV_5963;ASV_5963_Cyanobacteria_Synechococcales Incertae Sedis_Schizothrix LEGE 07164
ASV_5964;ASV_5964_Proteobacteria_Coxiellaceae_Coxiella
ASV_5965;ASV_5965_Proteobacteria_Mitochondria_NA
ASV_5966;ASV_5966_NA_NA_NA
ASV_5967;ASV_5967_Bacteroidota_Flavobacteriaceae_NA
ASV_5968;ASV_5968_Planctomycetota_NA_NA
ASV_5969;ASV_5969_Planctomycetota_NA_NA
ASV_5970;ASV_5970_Bacteroidota_Saprospiraceae_Aureispira
ASV_5971;ASV_5971_Bacteroidota_Flammeovirgaceae_NA
ASV_5972;ASV_5972_Planctomycetota_Phycisphaeraceae_Urania-1B-19 marine sediment group
ASV_5973;ASV_5973_Proteobacteria_Coxiellaceae_Coxiella
ASV_5974;ASV_5974_Proteobacteria_Saccharospirillaceae_NA
ASV_5975;ASV_5975_Marinimicrobia (SAR406 clade)_NA_NA
ASV_5976;ASV_5976_Proteobacteria_NA_NA
ASV_5977;ASV_5977_Cyanobacteria_NA_NA
ASV_5978;ASV_5978_NA_NA_NA
ASV_5979;ASV_5979_NA_NA_NA
ASV_5980;ASV_5980_NA_NA_NA
ASV_5981;ASV_5981_NA_NA_NA
ASV_5982;ASV_5982_NA_NA_NA
ASV_5983;ASV_5983_NA_NA_NA
ASV_5984;ASV_5984_NA_NA_NA
ASV_5985;ASV_5985_NA_NA_NA
ASV_5986;ASV_5986_Planctomycetota_Pirellulaceae_Blastopirellula
ASV_5987;ASV_5987_PAUC34f_NA_NA
ASV_5988;ASV_5988_Proteobacteria_Nitrosococcaceae_AqS1
ASV_5989;ASV_5989_Bdellovibrionota_Bacteriovoracaceae_Peredibacter
ASV_5990;ASV_5990_NA_NA_NA
ASV_5991;ASV_5991_Proteobacteria_Mitochondria_NA
ASV_5992;ASV_5992_Proteobacteria_Mitochondria_NA
ASV_5993;ASV_5993_Proteobacteria_Mitochondria_NA
ASV_5994;ASV_5994_NA_NA_NA
ASV_5995;ASV_5995_Proteobacteria_NA_NA
ASV_5996;ASV_5996_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_5997;ASV_5997_Bacteroidota_NS9 marine group_NA
ASV_5998;ASV_5998_Bacteroidota_Saprospiraceae_Aureispira
ASV_5999;ASV_5999_Bacteroidota_NS9 marine group_NA
ASV_6000;ASV_6000_Proteobacteria_Endozoicomonadaceae_Endozoicomonas
ASV_6001;ASV_6001_Proteobacteria_Mitochondria_NA
ASV_6002;ASV_6002_Proteobacteria_Mitochondria_NA
ASV_6003;ASV_6003_Proteobacteria_NA_NA
ASV_6004;ASV_6004_Patescibacteria_NA_NA
ASV_6005;ASV_6005_NA_NA_NA
ASV_6006;ASV_6006_NA_NA_NA
ASV_6007;ASV_6007_Proteobacteria_NA_NA
ASV_6008;ASV_6008_Proteobacteria_Nitrosococcaceae_AqS1
ASV_6009;ASV_6009_Chloroflexi_NA_NA
ASV_6010;ASV_6010_Actinobacteriota_NA_NA
ASV_6011;ASV_6011_Proteobacteria_NA_NA
ASV_6012;ASV_6012_Chloroflexi_A4b_NA
ASV_6013;ASV_6013_Chloroflexi_NA_NA
ASV_6014;ASV_6014_NA_NA_NA
ASV_6015;ASV_6015_Proteobacteria_NA_NA
ASV_6016;ASV_6016_NA_NA_NA
ASV_6017;ASV_6017_Proteobacteria_Mitochondria_NA
ASV_6018;ASV_6018_Proteobacteria_Clade II_NA
ASV_6019;ASV_6019_Proteobacteria_NA_NA
ASV_6020;ASV_6020_NA_NA_NA
ASV_6021;ASV_6021_NA_NA_NA
ASV_6022;ASV_6022_Proteobacteria_NA_NA
ASV_6023;ASV_6023_Bacteroidota_Saprospiraceae_Aureispira
ASV_6024;ASV_6024_Proteobacteria_Kiloniellaceae_NA
ASV_6025;ASV_6025_Proteobacteria_Mitochondria_NA
ASV_6026;ASV_6026_Cyanobacteria_NA_NA
ASV_6027;ASV_6027_Proteobacteria_Mitochondria_NA
ASV_6028;ASV_6028_Proteobacteria_Vibrionaceae_Photobacterium
ASV_6029;ASV_6029_NA_NA_NA
ASV_6030;ASV_6030_NA_NA_NA
ASV_6031;ASV_6031_NA_NA_NA
ASV_6032;ASV_6032_Chloroflexi_NA_NA
ASV_6033;ASV_6033_Dadabacteria_NA_NA
ASV_6034;ASV_6034_Chloroflexi_NA_NA
ASV_6035;ASV_6035_Proteobacteria_NA_NA
ASV_6036;ASV_6036_NA_NA_NA
ASV_6037;ASV_6037_WPS-2_NA_NA
ASV_6038;ASV_6038_Crenarchaeota_NA_NA
ASV_6039;ASV_6039_Proteobacteria_Nitrosomonadaceae_Nitrosomonas
ASV_6040;ASV_6040_Proteobacteria_AEGEAN-169 marine group_NA
ASV_6041;ASV_6041_Bdellovibrionota_Bacteriovoracaceae_NA
ASV_6042;ASV_6042_Proteobacteria_OCS116 clade_NA
ASV_6043;ASV_6043_NA_NA_NA
ASV_6044;ASV_6044_NA_NA_NA
ASV_6045;ASV_6045_Planctomycetota_Pirellulaceae_Pir4 lineage
ASV_6046;ASV_6046_Planctomycetota_Pirellulaceae_Pir4 lineage
ASV_6047;ASV_6047_Proteobacteria_Kiloniellaceae_NA
ASV_6048;ASV_6048_Planctomycetota_NA_NA
ASV_6049;ASV_6049_Dadabacteria_NA_NA
ASV_6050;ASV_6050_Entotheonellaeota_Entotheonellaceae_Candidatus Entotheonella
ASV_6051;ASV_6051_NA_NA_NA
ASV_6052;ASV_6052_NA_NA_NA
ASV_6053;ASV_6053_NA_NA_NA
ASV_6054;ASV_6054_NA_NA_NA
ASV_6055;ASV_6055_NA_NA_NA
ASV_6056;ASV_6056_Proteobacteria_SAR86 clade_NA
ASV_6057;ASV_6057_NA_NA_NA
ASV_6058;ASV_6058_Chloroflexi_NA_NA
ASV_6059;ASV_6059_Proteobacteria_Mitochondria_NA
ASV_6060;ASV_6060_Proteobacteria_Comamonadaceae_NA
ASV_6061;ASV_6061_Acidobacteriota_NA_NA
ASV_6062;ASV_6062_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_6063;ASV_6063_Proteobacteria_Woeseiaceae_Woeseia
ASV_6064;ASV_6064_Planctomycetota_Phycisphaeraceae_Urania-1B-19 marine sediment group
ASV_6065;ASV_6065_Chloroflexi_NA_NA
ASV_6066;ASV_6066_Crenarchaeota_Nitrosopumilaceae_NA
ASV_6067;ASV_6067_Proteobacteria_NA_NA
ASV_6068;ASV_6068_Bacteroidota_Tannerellaceae_Macellibacteroides
ASV_6069;ASV_6069_Bacteroidota_NA_NA
ASV_6070;ASV_6070_NA_NA_NA
ASV_6071;ASV_6071_NA_NA_NA
ASV_6072;ASV_6072_Proteobacteria_NA_NA
ASV_6073;ASV_6073_Proteobacteria_Coxiellaceae_Coxiella
ASV_6074;ASV_6074_Proteobacteria_Coxiellaceae_Coxiella
ASV_6075;ASV_6075_Chloroflexi_NA_NA
ASV_6076;ASV_6076_Proteobacteria_Rhodobacteraceae_Donghicola
ASV_6077;ASV_6077_Proteobacteria_Mitochondria_NA
ASV_6078;ASV_6078_Planctomycetota_Phycisphaeraceae_JL-ETNP-F27
ASV_6079;ASV_6079_Proteobacteria_Mitochondria_NA
ASV_6080;ASV_6080_Proteobacteria_Coxiellaceae_Coxiella
ASV_6081;ASV_6081_Proteobacteria_Stappiaceae_NA
ASV_6082;ASV_6082_Verrucomicrobiota_Waddliaceae_Waddlia
ASV_6083;ASV_6083_Chloroflexi_Anaerolineaceae_NA
ASV_6084;ASV_6084_Chloroflexi_NA_NA
ASV_6085;ASV_6085_NA_NA_NA
ASV_6086;ASV_6086_Proteobacteria_NA_NA
ASV_6087;ASV_6087_NA_NA_NA
ASV_6088;ASV_6088_Cyanobacteria_NA_NA
ASV_6089;ASV_6089_Proteobacteria_SAR86 clade_NA
ASV_6090;ASV_6090_Proteobacteria_Mitochondria_NA
ASV_6091;ASV_6091_Proteobacteria_Mitochondria_NA
ASV_6092;ASV_6092_Proteobacteria_Mitochondria_NA
ASV_6093;ASV_6093_Proteobacteria_NA_NA
ASV_6094;ASV_6094_Nitrospirota_Nitrospiraceae_Nitrospira
ASV_6095;ASV_6095_NA_NA_NA
ASV_6096;ASV_6096_Verrucomicrobiota_DEV007_NA
ASV_6097;ASV_6097_SAR324 clade(Marine group B)_NA_NA
ASV_6098;ASV_6098_Planctomycetota_Pirellulaceae_Rhodopirellula
ASV_6099;ASV_6099_Bdellovibrionota_Oligoflexaceae_NA
ASV_6100;ASV_6100_Chloroflexi_NA_NA
ASV_6101;ASV_6101_Crenarchaeota_Nitrosopumilaceae_NA
ASV_6102;ASV_6102_NB1-j_NA_NA
ASV_6103;ASV_6103_Bacteroidota_Rhodothermaceae_NA
ASV_6104;ASV_6104_Proteobacteria_NA_NA
ASV_6105;ASV_6105_Chloroflexi_NA_NA
ASV_6106;ASV_6106_Proteobacteria_Mitochondria_NA
ASV_6107;ASV_6107_Proteobacteria_Mitochondria_NA
ASV_6108;ASV_6108_NA_NA_NA
ASV_6109;ASV_6109_Proteobacteria_Mitochondria_NA
ASV_6110;ASV_6110_Proteobacteria_Mitochondria_NA
ASV_6111;ASV_6111_Proteobacteria_Mitochondria_NA
ASV_6112;ASV_6112_Proteobacteria_Mitochondria_NA
ASV_6113;ASV_6113_Proteobacteria_Alteromonadaceae_NA
ASV_6114;ASV_6114_Proteobacteria_Mitochondria_NA
ASV_6115;ASV_6115_NA_NA_NA
ASV_6116;ASV_6116_Proteobacteria_Mitochondria_NA
ASV_6117;ASV_6117_Proteobacteria_Mitochondria_NA
ASV_6118;ASV_6118_NA_NA_NA
ASV_6119;ASV_6119_Proteobacteria_Mitochondria_NA
ASV_6120;ASV_6120_Proteobacteria_Mitochondria_NA
ASV_6121;ASV_6121_NA_NA_NA
ASV_6122;ASV_6122_Proteobacteria_Mitochondria_NA
ASV_6123;ASV_6123_NA_NA_NA
ASV_6124;ASV_6124_Proteobacteria_Rhodobacteraceae_NA
ASV_6125;ASV_6125_Proteobacteria_Rhodobacteraceae_Ruegeria
ASV_6126;ASV_6126_Cyanobacteria_Cyanobiaceae_Synechococcus CC9902
ASV_6127;ASV_6127_Planctomycetota_Pirellulaceae_NA
ASV_6128;ASV_6128_Proteobacteria_Rhodobacteraceae_Pseudoruegeria
ASV_6129;ASV_6129_Proteobacteria_Coxiellaceae_Coxiella
ASV_6130;ASV_6130_Proteobacteria_Pseudomonadaceae_Pseudomonas
ASV_6131;ASV_6131_Proteobacteria_Halieaceae_OM60(NOR5) clade
ASV_6132;ASV_6132_NA_NA_NA
ASV_6133;ASV_6133_NA_NA_NA
ASV_6134;ASV_6134_NA_NA_NA
ASV_6135;ASV_6135_Actinobacteriota_Microtrichaceae_Sva0996 marine group
ASV_6136;ASV_6136_NA_NA_NA
ASV_6137;ASV_6137_NA_NA_NA
ASV_6138;ASV_6138_NA_NA_NA
ASV_6139;ASV_6139_Marinimicrobia (SAR406 clade)_NA_NA
ASV_6140;ASV_6140_NA_NA_NA
ASV_6141;ASV_6141_NA_NA_NA
ASV_6142;ASV_6142_NA_NA_NA
ASV_6143;ASV_6143_Marinimicrobia (SAR406 clade)_NA_NA
ASV_6144;ASV_6144_Proteobacteria_Mitochondria_NA
ASV_6145;ASV_6145_Proteobacteria_Mitochondria_NA
ASV_6146;ASV_6146_Nitrospinota_Nitrospinaceae_Nitrospina
ASV_6147;ASV_6147_Myxococcota_NA_NA
ASV_6148;ASV_6148_Patescibacteria_NA_NA
ASV_6149;ASV_6149_Poribacteria_NA_NA
ASV_6150;ASV_6150_Proteobacteria_NA_NA
ASV_6151;ASV_6151_NA_NA_NA
ASV_6152;ASV_6152_PAUC34f_NA_NA
ASV_6153;ASV_6153_Proteobacteria_NA_NA
ASV_6154;ASV_6154_Proteobacteria_Rhodobacteraceae_Boseongicola
